,numRooms,house_configuration,cleaned_house_type,location,city,latitude,longitude,currency,numBathrooms,numBalconies,isNegotiable,Status,converted_house_size,cleaned_security_deposit,price
143,1,BHK,Apartment,Andheri West,Mumbai,19.12345505,72.83013916,INR,2.0,0.0,Not Negotiable,Furnished,500.0,0.0,55000.0
144,2,BHK,Apartment,Ville Parle East,Mumbai,19.0951004,72.8605957,INR,2.0,0.0,Not Negotiable,Unfurnished,900.0,0.0,85000.0
145,1,BHK,Apartment,Sanpada,Mumbai,19.06231308,73.00275421,INR,1.0,0.0,Not Negotiable,Unfurnished,580.0,0.0,25000.0
146,2,BHK,Apartment,Sanpada,Mumbai,19.06126404,73.0033493,INR,2.0,0.0,Not Negotiable,Furnished,1200.0,0.0,60000.0
147,3,BHK,Apartment,Ville Parle East,Mumbai,19.0951004,72.8605957,INR,3.0,0.0,Not Negotiable,Furnished,1300.0,0.0,120000.0
148,2,BHK,Apartment,Goregaon West,Mumbai,19.15450859,72.84287262,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1150.0,0.0,78000.0
149,3,BHK,Apartment,Malad East,Mumbai,19.17645264,72.8687439,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1500.0,0.0,100000.0
150,3,BHK,Apartment,Malad East,Mumbai,19.18372345,72.86148071,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1700.0,0.0,95000.0
151,3,BHK,Apartment,Jogeshwari East,Mumbai,19.14051628,72.86472321,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1377.0,0.0,120000.0
152,3,BHK,Apartment,Malad West,Mumbai,19.19229126,72.83625031,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,140000.0
153,3,BHK,Apartment,Powai,Mumbai,19.11918259,72.90559387,INR,3.0,0.0,Not Negotiable,Furnished,2700.0,0.0,225000.0
154,2,BHK,Apartment,Vasai,Mumbai,19.3658886,72.8132019,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1360.0,0.0,22000.0
155,2,BHK,Apartment,Mulund East,Mumbai,19.15246582,72.96372223,INR,2.0,0.0,Not Negotiable,Unfurnished,750.0,0.0,37000.0
156,2,BHK,Apartment,Seawoods,Mumbai,19.00893784,73.0166626,INR,3.0,0.0,Not Negotiable,Unfurnished,900.0,0.0,35000.0
157,2,BHK,Apartment,Kandivali East,Mumbai,19.19844627,72.8572998,INR,2.0,0.0,Not Negotiable,Unfurnished,1000.0,0.0,44000.0
158,2,BHK,Apartment,Kandivali East,Mumbai,19.20370293,72.85730743,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1135.0,0.0,55000.0
159,3,BHK,Apartment,Ville Parle East,Mumbai,19.0951004,72.8605957,INR,3.0,0.0,Not Negotiable,Furnished,1300.0,0.0,120000.0
160,2,BHK,Apartment,Bhandup West,Mumbai,19.14644241,72.93894196,INR,2.0,0.0,Not Negotiable,Semi-Furnished,750.0,0.0,40000.0
161,3,BHK,Apartment,Worli,Mumbai,19.00309181,72.82584381,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,275000.0
162,2,BHK,Apartment,Worli,Mumbai,19.00612831,72.82883453,INR,3.0,0.0,Not Negotiable,Unfurnished,1058.0,0.0,160000.0
163,2,BHK,Apartment,Andheri West,Mumbai,19.12310028,72.82797241,INR,2.0,0.0,Not Negotiable,Furnished,850.0,0.0,125000.0
164,4,BHK,Apartment,Malabar Hill,Mumbai,18.95371056,72.8004303,INR,4.0,0.0,Not Negotiable,Semi-Furnished,3200.0,0.0,525000.0
165,2,BHK,Apartment,Andheri West,Mumbai,19.13937759,72.82843781,INR,2.0,0.0,Not Negotiable,Furnished,800.0,0.0,75000.0
166,1,BHK,Apartment,Dombivali East,Mumbai,19.20380211,73.09098053,INR,1.0,0.0,Not Negotiable,Semi-Furnished,695.0,0.0,10000.0
167,2,BHK,Apartment,Andheri West,Mumbai,19.13805008,72.82532501,INR,2.0,0.0,Not Negotiable,Unfurnished,750.0,0.0,70000.0
168,3,BHK,Apartment,Andheri West,Mumbai,19.1389389,72.83456421,INR,3.0,0.0,Not Negotiable,Furnished,1350.0,0.0,148000.0
169,1,BHK,Apartment,Andheri West,Mumbai,19.1420002,72.8259964,INR,1.0,0.0,Not Negotiable,Unfurnished,450.0,0.0,51000.0
170,1,BHK,Apartment,Kalyan West,Mumbai,19.25697136,73.12395477,INR,1.0,0.0,Not Negotiable,Unfurnished,550.0,0.0,11000.0
171,1,BHK,Apartment,Kanjurmarg,Mumbai,19.12845993,72.92731476,INR,2.0,0.0,Not Negotiable,Unfurnished,630.0,0.0,34000.0
172,1,BHK,Apartment,Sanpada,Mumbai,19.06231308,73.00275421,INR,1.0,0.0,Not Negotiable,Unfurnished,580.0,0.0,25000.0
173,2,BHK,Apartment,Sanpada,Mumbai,19.06126404,73.0033493,INR,2.0,0.0,Not Negotiable,Furnished,1200.0,0.0,60000.0
174,2,BHK,Apartment,Andheri East,Mumbai,19.11686325,72.86997986,INR,2.0,0.0,Not Negotiable,Unfurnished,900.0,0.0,65000.0
175,2,BHK,Apartment,Powai,Mumbai,19.11515236,72.90356445,INR,2.0,0.0,Not Negotiable,Unfurnished,900.0,0.0,50000.0
